locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFJHKHAP_03740	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
IFJHKHAP_03741	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
IFJHKHAP_03742	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
IFJHKHAP_03743	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IFJHKHAP_03744	CDS	357	rplT		COG0292	50S ribosomal protein L20
IFJHKHAP_03745	CDS	198	rpmI		COG0291	50S ribosomal protein L35
IFJHKHAP_03746	CDS	435	infC		COG0290	Translation initiation factor IF-3
IFJHKHAP_03747	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
IFJHKHAP_03748	CDS	129				hypothetical protein
IFJHKHAP_03749	CDS	1224				hypothetical protein
IFJHKHAP_03750	CDS	855	nucA	3.1.30.2		Nuclease
IFJHKHAP_03751	CDS	315				hypothetical protein
IFJHKHAP_03752	CDS	960				hypothetical protein
IFJHKHAP_03753	CDS	759				hypothetical protein
IFJHKHAP_03754	CDS	933	pfkB	2.7.1.11	COG1105	ATP-dependent 6-phosphofructokinase isozyme 2
IFJHKHAP_03755	CDS	291				hypothetical protein
IFJHKHAP_03756	CDS	861		2.7.1.-		putative ketoamine kinase
IFJHKHAP_03757	CDS	537				hypothetical protein
IFJHKHAP_03758	CDS	669	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
IFJHKHAP_03759	CDS	600	ydjM		COG1988	Inner membrane protein YdjM
IFJHKHAP_03760	CDS	1392	tcyP_2		COG1823	L-cystine uptake protein TcyP
IFJHKHAP_03761	CDS	243	cedA			Cell division activator CedA
IFJHKHAP_03762	CDS	567	katE_1	1.11.1.6	COG0753	Catalase HPII
IFJHKHAP_03763	CDS	1611	katE_2	1.11.1.6	COG0753	Catalase HPII
IFJHKHAP_03764	CDS	759	chbG	3.5.1.105	COG3394	Chitooligosaccharide deacetylase ChbG
IFJHKHAP_03765	CDS	1356	chbF	3.2.1.86	COG1486	6-phospho-beta-glucosidase
IFJHKHAP_03766	CDS	840	chbR			HTH-type transcriptional regulator ChbR
IFJHKHAP_03767	CDS	348	chbA		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
IFJHKHAP_03768	CDS	1359	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
IFJHKHAP_03769	CDS	321	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
IFJHKHAP_03770	CDS	342	osmE			Osmotically-inducible putative lipoprotein OsmE
IFJHKHAP_03771	CDS	828	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
IFJHKHAP_03772	CDS	882	cho	3.1.25.-	COG0322	Excinuclease cho
IFJHKHAP_03773	CDS	486	spy		COG3678	Periplasmic chaperone Spy
IFJHKHAP_03774	CDS	216				hypothetical protein
IFJHKHAP_03775	CDS	969	astE	3.5.1.96	COG2988	Succinylglutamate desuccinylase
IFJHKHAP_03776	CDS	1344	astB	3.5.3.23	COG3724	N-succinylarginine dihydrolase
IFJHKHAP_03777	CDS	1479	astD	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
IFJHKHAP_03778	CDS	1035	astA	2.3.1.109	COG3138	Arginine N-succinyltransferase
IFJHKHAP_03779	CDS	1227	astC	2.6.1.81	COG4992	Succinylornithine transaminase
IFJHKHAP_03780	CDS	879	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IFJHKHAP_03781	CDS	417	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
IFJHKHAP_03782	CDS	276				hypothetical protein
IFJHKHAP_03783	CDS	1344	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
IFJHKHAP_03784	CDS	1950	topB	5.6.2.1	COG0550	DNA topoisomerase 3
IFJHKHAP_03785	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
IFJHKHAP_03786	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IFJHKHAP_03787	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
IFJHKHAP_03788	CDS	1089	ansA	3.5.1.1	COG0252	L-asparaginase 1
IFJHKHAP_03789	CDS	657	pncA	3.5.1.19	COG1335	Nicotinamidase
IFJHKHAP_03790	CDS	279				hypothetical protein
IFJHKHAP_03791	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
IFJHKHAP_03792	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
IFJHKHAP_03793	CDS	885	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
IFJHKHAP_03794	CDS	849		1.-.-.-	COG0667	putative oxidoreductase
IFJHKHAP_03795	CDS	1197	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IFJHKHAP_03796	CDS	747	mipA		COG3713	MltA-interacting protein
IFJHKHAP_03797	CDS	363				hypothetical protein
IFJHKHAP_03798	CDS	1557				hypothetical protein
IFJHKHAP_03799	CDS	1287				hypothetical protein
IFJHKHAP_03800	CDS	1494	dgcJ	2.7.7.65	COG2199	putative diguanylate cyclase DgcJ
IFJHKHAP_03801	CDS	528				hypothetical protein
IFJHKHAP_03802	CDS	108				hypothetical protein
IFJHKHAP_03803	CDS	447				hypothetical protein
IFJHKHAP_03804	CDS	795	nimR			HTH-type transcriptional regulator NimR
IFJHKHAP_03805	CDS	1185	nimT		COG2807	2-nitroimidazole transporter
IFJHKHAP_03806	CDS	348				hypothetical protein
IFJHKHAP_03807	CDS	312				hypothetical protein
IFJHKHAP_03808	CDS	252				hypothetical protein
IFJHKHAP_03809	CDS	249				hypothetical protein
IFJHKHAP_03810	CDS	642				hypothetical protein
IFJHKHAP_03811	CDS	183	yoaG			Protein YoaG
IFJHKHAP_03812	CDS	363	yeaR_2		COG3615	putative protein YeaR
IFJHKHAP_03813	CDS	639	leuE		COG1280	Leucine efflux protein
IFJHKHAP_03814	CDS	546	aroQ	5.4.99.5	COG1605	Monofunctional chorismate mutase
IFJHKHAP_03815	CDS	249				hypothetical protein
IFJHKHAP_03816	CDS	849	bluR		COG0789	HTH-type transcriptional repressor BluR
IFJHKHAP_03817	CDS	594				hypothetical protein
IFJHKHAP_03818	CDS	789	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
IFJHKHAP_03819	CDS	651	zinT		COG3443	Metal-binding protein ZinT
IFJHKHAP_03820	tRNA	77				tRNA-Arg(tct)
IFJHKHAP_03821	CDS	327	yhjQ		COG1145	putative cysteine-rich protein YhjQ
IFJHKHAP_03822	CDS	1134				hypothetical protein
IFJHKHAP_03823	CDS	591	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
IFJHKHAP_03824	CDS	798	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IFJHKHAP_03825	CDS	813	dppC_2		COG1173	Dipeptide transport system permease protein DppC
IFJHKHAP_03826	CDS	975	dppB_2		COG0601	Dipeptide transport system permease protein DppB
IFJHKHAP_03827	CDS	1587				hypothetical protein
IFJHKHAP_03828	CDS	315				hypothetical protein
IFJHKHAP_03829	CDS	531	yodB		COG3038	Cytochrome b561 
IFJHKHAP_03830	CDS	1044				hypothetical protein
IFJHKHAP_03831	CDS	468	ibpA_2		COG0071	Small heat shock protein IbpA
IFJHKHAP_03832	CDS	174				hypothetical protein
IFJHKHAP_03833	CDS	345				hypothetical protein
IFJHKHAP_03834	tRNA	77				tRNA-Arg(cct)
IFJHKHAP_03835	CDS	558	ail_3		COG3637	Attachment invasion locus protein
IFJHKHAP_03836	CDS	264				hypothetical protein
IFJHKHAP_03837	CDS	522				hypothetical protein
IFJHKHAP_03838	CDS	240				hypothetical protein
IFJHKHAP_03839	CDS	789				hypothetical protein
IFJHKHAP_03840	CDS	225				hypothetical protein
IFJHKHAP_03841	CDS	219				hypothetical protein
IFJHKHAP_03842	CDS	885				hypothetical protein
IFJHKHAP_03843	CDS	1251	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IFJHKHAP_03844	CDS	738	rluE	5.4.99.20	COG1187	Ribosomal large subunit pseudouridine synthase E
IFJHKHAP_03845	CDS	330				hypothetical protein
IFJHKHAP_03846	CDS	462	nudJ	3.6.1.-	COG0494	Phosphatase NudJ
IFJHKHAP_03847	CDS	1107	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
IFJHKHAP_03848	CDS	642	hflD		COG2915	High frequency lysogenization protein HflD
IFJHKHAP_03849	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
IFJHKHAP_03850	CDS	675	phoP			Virulence transcriptional regulatory protein PhoP
IFJHKHAP_03851	CDS	1464	phoQ	2.7.13.3	COG0642	Virulence sensor histidine kinase PhoQ
IFJHKHAP_03852	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
IFJHKHAP_03853	CDS	1290				hypothetical protein
IFJHKHAP_03854	CDS	2574	clpB		COG0542	Chaperone protein ClpB
IFJHKHAP_03855	CDS	732	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
IFJHKHAP_03856	CDS	981	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
IFJHKHAP_03857	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
IFJHKHAP_03858	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
IFJHKHAP_03859	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
IFJHKHAP_03860	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
IFJHKHAP_03861	CDS	1122	tyrA		COG0287	T-protein
IFJHKHAP_03862	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
IFJHKHAP_03863	CDS	519				hypothetical protein
IFJHKHAP_03864	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
IFJHKHAP_03865	CDS	348	rplS		COG0335	50S ribosomal protein L19
IFJHKHAP_03866	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
IFJHKHAP_03867	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
IFJHKHAP_03868	CDS	249	rpsP		COG0228	30S ribosomal protein S16
IFJHKHAP_03869	CDS	1362	ffh		COG0541	Signal recognition particle protein
IFJHKHAP_03870	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
IFJHKHAP_03871	CDS	1242				hypothetical protein
IFJHKHAP_03872	CDS	606				hypothetical protein
IFJHKHAP_03873	CDS	591	grpE		COG0576	Protein GrpE
IFJHKHAP_03874	CDS	879	nadK	2.7.1.23	COG0061	NAD kinase
IFJHKHAP_03875	CDS	1662	recN		COG0497	DNA repair protein RecN
IFJHKHAP_03876	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
IFJHKHAP_03877	CDS	291				hypothetical protein
IFJHKHAP_03878	CDS	438	ratA		COG2867	Ribosome association toxin RatA
IFJHKHAP_03879	CDS	528	smpB		COG0691	SsrA-binding protein
IFJHKHAP_03880	CDS	11475				hypothetical protein
IFJHKHAP_03881	CDS	1410	bepC			Outer membrane efflux protein BepC
IFJHKHAP_03882	CDS	2181	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
IFJHKHAP_03883	CDS	1191	prsE_2			Type I secretion system membrane fusion protein PrsE
IFJHKHAP_03884	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
IFJHKHAP_03885	CDS	1065	intA_4		COG0582	Prophage integrase IntA
IFJHKHAP_03886	CDS	639				hypothetical protein
IFJHKHAP_03887	CDS	1140				hypothetical protein
IFJHKHAP_03888	CDS	813				hypothetical protein
IFJHKHAP_03889	CDS	216				hypothetical protein
IFJHKHAP_03890	CDS	2070				hypothetical protein
IFJHKHAP_03891	CDS	1284				hypothetical protein
IFJHKHAP_03892	CDS	660				hypothetical protein
IFJHKHAP_03893	CDS	291				hypothetical protein
IFJHKHAP_03894	CDS	285				hypothetical protein
IFJHKHAP_03895	CDS	522	srlA_2		COG3730	PTS system glucitol/sorbitol-specific EIIC component
IFJHKHAP_03896	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
IFJHKHAP_03897	CDS	981	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
IFJHKHAP_03898	CDS	1014	iolG_3	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
IFJHKHAP_03899	CDS	1152				hypothetical protein
IFJHKHAP_03900	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
IFJHKHAP_03901	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
IFJHKHAP_03902	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
IFJHKHAP_03903	CDS	1542	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
IFJHKHAP_03904	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
IFJHKHAP_03905	CDS	183				hypothetical protein
IFJHKHAP_03906	CDS	876				hypothetical protein
IFJHKHAP_03907	CDS	1842				hypothetical protein
IFJHKHAP_03908	CDS	1323				hypothetical protein
IFJHKHAP_03909	CDS	597	intA_5		COG0582	Prophage integrase IntA
IFJHKHAP_03910	CDS	396				hypothetical protein
IFJHKHAP_03911	CDS	267				IS3 family transposase IS1351
IFJHKHAP_03912	CDS	639				hypothetical protein
IFJHKHAP_03913	CDS	1983				hypothetical protein
IFJHKHAP_03914	CDS	300				IS3 family transposase ISSty2
IFJHKHAP_03915	CDS	471				hypothetical protein
IFJHKHAP_03916	CDS	1521	fljB		COG1344	Phase 2 flagellin
IFJHKHAP_03917	CDS	573	hin		COG1961	DNA-invertase hin
IFJHKHAP_03918	CDS	1116	elmGT	2.4.1.331		Elloramycin glycosyltransferase ElmGT
IFJHKHAP_03919	CDS	3654		3.6.3.-		Multidrug efflux ATP-binding/permease protein
IFJHKHAP_03920	CDS	1245	fes_2		COG2382	Enterochelin esterase
IFJHKHAP_03921	CDS	936				hypothetical protein
IFJHKHAP_03922	CDS	2175	pfeA		COG4771	Ferric enterobactin receptor
IFJHKHAP_03923	CDS	312				hypothetical protein
IFJHKHAP_03924	CDS	1053	pipB2		COG1357	Secreted effector protein PipB2
IFJHKHAP_03925	CDS	930				hypothetical protein
IFJHKHAP_03926	CDS	897				hypothetical protein
IFJHKHAP_03927	CDS	114				hypothetical protein
IFJHKHAP_03928	CDS	1014	hoxN			High-affinity nickel transport protein
IFJHKHAP_03929	CDS	1416	qseC_2	2.7.13.3		Sensor protein QseC
IFJHKHAP_03930	CDS	675	tctD		COG0745	Transcriptional regulatory protein tctD
IFJHKHAP_03931	CDS	978				hypothetical protein
IFJHKHAP_03932	CDS	432				hypothetical protein
IFJHKHAP_03933	CDS	1515				hypothetical protein
IFJHKHAP_03934	CDS	135				hypothetical protein
IFJHKHAP_03935	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
IFJHKHAP_03936	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
IFJHKHAP_03937	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
IFJHKHAP_03938	CDS	1284	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
IFJHKHAP_03939	CDS	1401	gabP		COG1113	GABA permease
IFJHKHAP_03940	CDS	678	glaR		COG1802	HTH-type transcriptional repressor GlaR
IFJHKHAP_03941	CDS	450	kbp		COG1652	Potassium binding protein Kbp
IFJHKHAP_03942	CDS	159				hypothetical protein
IFJHKHAP_03943	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
IFJHKHAP_03944	CDS	528	ygaP		COG0607	Inner membrane protein YgaP
IFJHKHAP_03945	CDS	180				hypothetical protein
IFJHKHAP_03946	CDS	402	stpA		COG2916	DNA-binding protein StpA
IFJHKHAP_03947	CDS	450	alaE			L-alanine exporter AlaE
IFJHKHAP_03948	CDS	351				hypothetical protein
IFJHKHAP_03949	CDS	327	ygaM		COG4575	putative protein YgaM
IFJHKHAP_03950	CDS	1335	gabR		COG1167	HTH-type transcriptional regulatory protein GabR
IFJHKHAP_03951	CDS	432				hypothetical protein
IFJHKHAP_03952	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
IFJHKHAP_03953	CDS	411	nrdI		COG1780	Protein NrdI
IFJHKHAP_03954	CDS	2118	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
IFJHKHAP_03955	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
IFJHKHAP_03956	CDS	1203	proV		COG4175	Glycine betaine/proline betaine transport system ATP-binding protein ProV
IFJHKHAP_03957	CDS	1065	proW		COG4176	Glycine betaine/proline betaine transport system permease protein ProW
IFJHKHAP_03958	CDS	996	proX		COG2113	Glycine betaine/proline betaine-binding periplasmic protein
IFJHKHAP_03959	CDS	1185				putative transporter
IFJHKHAP_03960	CDS	531	mprA		COG1846	Transcriptional repressor MprA
IFJHKHAP_03961	CDS	1173	emrA		COG1566	Multidrug export protein EmrA
IFJHKHAP_03962	CDS	1539	emrB			Multidrug export protein EmrB
IFJHKHAP_03963	CDS	1371				hypothetical protein
IFJHKHAP_03964	CDS	516	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
IFJHKHAP_03965	CDS	1557	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
IFJHKHAP_03966	CDS	426	yqaA		COG1238	Inner membrane protein YqaA
IFJHKHAP_03967	CDS	255	yqaB_1	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
IFJHKHAP_03968	CDS	156	yqaB_2	3.1.3.-	COG0637	Fructose-1-phosphate phosphatase YqaB
IFJHKHAP_03969	tRNA	77				tRNA-Arg(acg)
IFJHKHAP_03970	CDS	555	yrdA		COG0663	Protein YrdA
IFJHKHAP_03971	CDS	258				hypothetical protein
IFJHKHAP_03972	CDS	822	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
IFJHKHAP_03973	CDS	573	tsaC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
IFJHKHAP_03974	CDS	543	topA_2	5.6.2.1		DNA topoisomerase 1
IFJHKHAP_03975	CDS	474	smg			Protein Smg
IFJHKHAP_03976	CDS	1125				hypothetical protein
IFJHKHAP_03977	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
IFJHKHAP_03978	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
IFJHKHAP_03979	CDS	1290	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
IFJHKHAP_03980	CDS	1377	trkA		COG0569	Trk system potassium uptake protein TrkA
IFJHKHAP_03981	CDS	414	mscL		COG1970	Large-conductance mechanosensitive channel
IFJHKHAP_03982	CDS	270				hypothetical protein
IFJHKHAP_03983	CDS	426	zntR		COG0789	HTH-type transcriptional regulator ZntR
IFJHKHAP_03984	CDS	369				hypothetical protein
IFJHKHAP_03985	CDS	384	rplQ		COG0203	50S ribosomal protein L17
IFJHKHAP_03986	CDS	990	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
IFJHKHAP_03987	CDS	621	rpsD		COG0522	30S ribosomal protein S4
IFJHKHAP_03988	CDS	381				hypothetical protein
IFJHKHAP_03989	CDS	357	rpsM		COG0099	30S ribosomal protein S13
IFJHKHAP_03990	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
IFJHKHAP_03991	CDS	1332	secY		COG0201	Protein translocase subunit SecY
IFJHKHAP_03992	CDS	435	rplO		COG0200	50S ribosomal protein L15
IFJHKHAP_03993	CDS	180	rpmD		COG1841	50S ribosomal protein L30
IFJHKHAP_03994	CDS	504	rpsE		COG0098	30S ribosomal protein S5
IFJHKHAP_03995	CDS	354	rplR		COG0256	50S ribosomal protein L18
IFJHKHAP_03996	CDS	534	rplF		COG0097	50S ribosomal protein L6
IFJHKHAP_03997	CDS	393	rpsH		COG0096	30S ribosomal protein S8
IFJHKHAP_03998	CDS	306	rpsN		COG0199	30S ribosomal protein S14
IFJHKHAP_03999	CDS	540	rplE		COG0094	50S ribosomal protein L5
IFJHKHAP_04000	CDS	315	rplX		COG0198	50S ribosomal protein L24
IFJHKHAP_04001	CDS	372	rplN		COG0093	50S ribosomal protein L14
IFJHKHAP_04002	CDS	255	rpsQ		COG0186	30S ribosomal protein S17
IFJHKHAP_04003	CDS	192	rpmC		COG0255	50S ribosomal protein L29
IFJHKHAP_04004	CDS	411	rplP		COG0197	50S ribosomal protein L16
IFJHKHAP_04005	CDS	702	rpsC		COG0092	30S ribosomal protein S3
IFJHKHAP_04006	CDS	333	rplV		COG0091	50S ribosomal protein L22
IFJHKHAP_04007	CDS	279	rpsS		COG0185	30S ribosomal protein S19
IFJHKHAP_04008	CDS	822	rplB		COG0090	50S ribosomal protein L2
IFJHKHAP_04009	CDS	303	rplW		COG0089	50S ribosomal protein L23
IFJHKHAP_04010	CDS	606	rplD		COG0088	50S ribosomal protein L4
IFJHKHAP_04011	CDS	630	rplC		COG0087	50S ribosomal protein L3
IFJHKHAP_04012	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
IFJHKHAP_04013	CDS	468	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
IFJHKHAP_04014	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
IFJHKHAP_04015	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
IFJHKHAP_04016	CDS	891	tuf1_2			Elongation factor Tu 1
IFJHKHAP_04017	rRNA	451				16S ribosomal RNA (partial)
IFJHKHAP_04018	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
IFJHKHAP_04019	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
IFJHKHAP_04020	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
IFJHKHAP_04021	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
IFJHKHAP_04022	CDS	405	rcsF			Outer membrane lipoprotein RcsF
IFJHKHAP_04023	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
IFJHKHAP_04024	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
IFJHKHAP_04025	CDS	702	nlpE		COG3015	Lipoprotein NlpE
IFJHKHAP_04026	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
IFJHKHAP_04027	CDS	546	yaeQ		COG4681	putative protein YaeQ
IFJHKHAP_04028	CDS	201				hypothetical protein
IFJHKHAP_04029	CDS	261	rof		COG4568	Protein rof
IFJHKHAP_04030	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
IFJHKHAP_04031	CDS	390				hypothetical protein
IFJHKHAP_04032	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
IFJHKHAP_04033	CDS	1764				hypothetical protein
IFJHKHAP_04034	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IFJHKHAP_04035	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
IFJHKHAP_04036	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
IFJHKHAP_04037	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
IFJHKHAP_04038	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
IFJHKHAP_04039	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
IFJHKHAP_04040	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
IFJHKHAP_04041	CDS	486	skp		COG2825	Chaperone protein Skp
IFJHKHAP_04042	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
IFJHKHAP_04043	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
IFJHKHAP_04044	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
IFJHKHAP_04045	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
IFJHKHAP_04046	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
IFJHKHAP_04047	CDS	558	frr		COG0233	Ribosome-recycling factor
IFJHKHAP_04048	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
IFJHKHAP_04049	CDS	924	tsf		COG0264	Elongation factor Ts
IFJHKHAP_04050	CDS	726	rpsB		COG0052	30S ribosomal protein S2
IFJHKHAP_04051	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
IFJHKHAP_04052	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
IFJHKHAP_04053	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
IFJHKHAP_04054	CDS	1302	abaF			Fosfomycin resistance protein AbaF
IFJHKHAP_04055	CDS	387				hypothetical protein
IFJHKHAP_04056	CDS	1158	cdaR		COG3835	Carbohydrate diacid regulator
IFJHKHAP_04057	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
IFJHKHAP_04058	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
IFJHKHAP_04059	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
IFJHKHAP_04060	CDS	801	btuF		COG0614	Vitamin B12-binding protein
IFJHKHAP_04061	CDS	624				hypothetical protein
IFJHKHAP_04062	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
IFJHKHAP_04063	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
IFJHKHAP_04064	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
IFJHKHAP_04065	CDS	840	yfcO			putative protein YfcO
IFJHKHAP_04066	CDS	531	yfcP			putative fimbrial-like protein YfcP
IFJHKHAP_04067	CDS	477	yfcQ			putative fimbrial-like protein YfcQ
IFJHKHAP_04068	CDS	513	yfcR			putative fimbrial-like protein YfcR
IFJHKHAP_04069	CDS	753	yfcS		COG3121	putative fimbrial chaperone YfcS
IFJHKHAP_04070	CDS	2658	papC_2		COG3188	Outer membrane usher protein PapC
IFJHKHAP_04071	CDS	561	smfA			Fimbria A protein
IFJHKHAP_04072	CDS	207				hypothetical protein
IFJHKHAP_04073	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
IFJHKHAP_04074	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
IFJHKHAP_04075	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
IFJHKHAP_04076	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
IFJHKHAP_04077	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
